county,year,credit_access
LA-Terrebonne Parish,2008,63.03370787
LA-Union Parish,2008,62.85714286
LA-Vermilion Parish,2008,59.27419355
LA-Vernon Parish,2008,69.66824645
LA-Washington Parish,2008,67.40740741
LA-Webster Parish,2008,62.38095238
LA-West Baton Rouge Parish,2008,71.50537634
LA-West Carroll Parish,2008,69.73684211
LA-West Feliciana Parish,2008,64.28571429
LA-Winn Parish,2008,65.43209877
MN-Aitkin County,2008,70.54794521
MN-Anoka County,2008,77.7219767
MN-Becker County,2008,82.0861678
MN-Beltrami County,2008,58.68725869
MN-Benton County,2008,78.37209302
MN-Big Stone County,2008,70.27027027
MN-Blue Earth County,2008,79.37219731
MN-Brown County,2008,82.35294118
MN-Carlton County,2008,79.67667436
MN-Carver County,2008,83.07189542
MN-Cass County,2008,80.4526749
MN-Chippewa County,2008,76.13636364
MN-Chisago County,2008,73.02259887
MN-Clay County,2008,83.42008868
MN-Clearwater County,2008,62.90322581
MN-Cook County,2008,80.76923077
MN-Cottonwood County,2008,71.21212121
MN-Crow Wing County,2008,76.23906706
MN-Dakota County,2008,80.65111596
MN-Dodge County,2008,82.25806452
MN-Douglas County,2008,80.59701493
MN-Faribault County,2008,83.33333333
MN-Fillmore County,2008,81.56424581
MN-Freeborn County,2008,78.48605578
MN-Goodhue County,2008,81.31868132
MN-Grant County,2008,88.0952381
MN-Hennepin County,2008,78.9786423
MN-Houston County,2008,78.97435897
MN-Hubbard County,2008,75.625
MN-Isanti County,2008,68.69983949
MN-Itasca County,2008,62.45136187
MN-Jackson County,2008,77.1610338
MN-Kanabec County,2008,64.70588235
MN-Kandiyohi County,2008,74.71264368
MN-Kittson County,2008,74.07407407
MN-Koochiching County,2008,58.06451613
MN-Lac qui Parle County,2008,78.78787879
MN-Lake County,2008,77.23880597
MN-Lake of the Woods County,2008,69.6969697
MN-Le Sueur County,2008,76.96969697
MN-Lincoln County,2008,69.21529175
MN-Lyon County,2008,81.94444444
MN-McLeod County,2008,87.28179551
MN-Mahnomen County,2008,70
MN-Marshall County,2008,63.40206186
MN-Martin County,2008,80.42328042
MN-Meeker County,2008,75.94339623
MN-Mille Lacs County,2008,72.65625
MN-Morrison County,2008,74.27536232
MN-Mower County,2008,82.71276596
MN-Murray County,2008,61.2244898
MN-Nicollet County,2008,80.37383178
MN-Nobles County,2008,79.45205479
MN-Norman County,2008,85.45454545
MN-Olmsted County,2008,84.28672316
MN-Otter Tail County,2008,80.45112782
MN-Pennington County,2008,87.71929825
MN-Pine County,2008,67.3992674
MN-Pipestone County,2008,78.46153846
MN-Polk County,2008,82.13820078
MN-Pope County,2008,80.72289157
MN-Ramsey County,2008,75.22123894
MN-Red Lake County,2008,93.10344828
MN-Redwood County,2008,78.08219178
MN-Renville County,2008,70.78651685
MN-Rice County,2008,78.64661654
MN-Rock County,2008,80
MN-Roseau County,2008,75.92592593
MN-St. Louis County,2008,79.00948724
MN-Scott County,2008,76.42083897
MN-Sherburne County,2008,78.77133106
MN-Sibley County,2008,83.62068966
MN-Stearns County,2008,83.81063705
MN-Steele County,2008,82.82051282
MN-Stevens County,2008,83.82352941
MN-Swift County,2008,82.92682927
MN-Todd County,2008,78.94736842
MN-Traverse County,2008,88.88888889
MN-Wabasha County,2008,80.57971014
MN-Wadena County,2008,71.91011236
MN-Waseca County,2008,80
MN-Washington County,2008,77.0506703
MN-Watonwan County,2008,78.57142857
MN-Wilkin County,2008,75
MN-Winona County,2008,69.20529801
MN-Wright County,2008,74.93426819
MN-Yellow Medicine County,2008,77.6119403
NE-Adams County,2008,72.38095238
NE-Antelope County,2008,75
NE-Banner County,2008,50
NE-Blaine County,2008,33.33333333
NE-Boone County,2008,65.2173913
NE-Box Butte County,2008,77.04918033
NE-Boyd County,2008,25
NE-Brown County,2008,66.66666667
NE-Buffalo County,2008,85.12820513
NE-Burt County,2008,71.71717172
NE-Butler County,2008,72.28915663
NE-Cass County,2008,81.49038462
NE-Cedar County,2008,77.96610169
NE-Chase County,2008,89.28571429
NE-Cherry County,2008,81.81818182
NE-Cheyenne County,2008,78.63247863
NE-Clay County,2008,65.51724138
NE-Colfax County,2008,87.03703704
NE-Cuming County,2008,86.79245283
NE-Custer County,2008,71.08433735
NE-Dakota County,2008,69.23076923
NE-Dawes County,2008,65.38461538
NE-Dawson County,2008,72.86432161
NE-Deuel County,2008,58.82352941
NE-Dixon County,2008,65.71428571
NE-Dodge County,2008,81.56996587
NE-Douglas County,2008,84.37431031
NE-Dundy County,2008,88.88888889
NE-Fillmore County,2008,78.94736842
NE-Franklin County,2008,55
NE-Frontier County,2008,66.66666667
NE-Furnas County,2008,66.66666667
NE-Gage County,2008,81.91881919
NE-Garden County,2008,86.66666667
NE-Garfield County,2008,100
NE-Gosper County,2008,75.67567568
NE-Greeley County,2008,55.55555556
NE-Hall County,2008,82.27571116
NE-Hamilton County,2008,82.79569892
NE-Harlan County,2008,76.92307692
NE-Hayes County,2008,100
NE-Hitchcock County,2008,66.66666667
NE-Holt County,2008,67.5
NE-Hooker County,2008,100
NE-Howard County,2008,67.74193548
NE-Jefferson County,2008,67.14285714
NE-Johnson County,2008,78.78787879
NE-Kearney County,2008,81.08108108
NE-Keith County,2008,70.96774194
NE-Keya Paha County,2008,100
NE-Kimball County,2008,77.27272727
NE-Knox County,2008,67.34693878
NE-Lancaster County,2008,87.77429467
NE-Lincoln County,2008,78.74015748
NE-Logan County,2008,100
NE-Loup County,2008,100
NE-McPherson County,2008,50
NE-Madison County,2008,85.71428571
NE-Merrick County,2008,68.11594203
NE-Morrill County,2008,56.75675676
NE-Nance County,2008,58.33333333
NE-Nemaha County,2008,76.92307692
NE-Nuckolls County,2008,42.85714286
NE-Otoe County,2008,83.73493976
NE-Pawnee County,2008,54.54545455
NE-Perkins County,2008,65.2173913
NE-Phelps County,2008,81.18811881
NE-Pierce County,2008,81.57894737
NE-Platte County,2008,85.37414966
NE-Polk County,2008,78.04878049
NE-Red Willow County,2008,72.44897959
NE-Richardson County,2008,58.13953488
NE-Rock County,2008,80
NE-Saline County,2008,79.6460177
NE-Sarpy County,2008,88.90314304
NE-Saunders County,2008,81.00358423
NE-Scotts Bluff County,2008,75.43252595
NE-Seward County,2008,83.67346939
NE-Sheridan County,2008,64.51612903
NE-Sherman County,2008,87.5
NE-Sioux County,2008,71.42857143
NE-Stanton County,2008,65.71428571
NE-Thayer County,2008,53.84615385
NE-Thomas County,2008,60
NE-Thurston County,2008,69.56521739
NE-Valley County,2008,73.68421053
NE-Washington County,2008,81.33802817
NE-Wayne County,2008,76.74418605
NE-Webster County,2008,57.89473684
NE-Wheeler County,2008,100
NE-York County,2008,79.06976744
NC-Alamance County,2008,78.38756678
NC-Alexander County,2008,76.85185185
NC-Alleghany County,2008,72.91666667
NC-Anson County,2008,62.75510204
NC-Ashe County,2008,73.46938776
NC-Avery County,2008,75.40322581
NC-Beaufort County,2008,73.76344086
NC-Bertie County,2008,72.64957265
NC-Bladen County,2008,60.94420601
NC-Brunswick County,2008,77.74607703
NC-Buncombe County,2008,77.43362832
NC-Burke County,2008,76.94954128
NC-Cabarrus County,2008,79.18871252
NC-Caldwell County,2008,78.45828933
NC-Camden County,2008,75.8061793
NC-Carteret County,2008,79.35258093
NC-Caswell County,2008,75.12690355
NC-Catawba County,2008,81.8788501
NC-Chatham County,2008,78.72340426
NC-Cherokee County,2008,72.58064516
NC-Chowan County,2008,74.07407407
NC-Clay County,2008,73.85620915
NC-Cleveland County,2008,78.95266868
NC-Columbus County,2008,55.24861878
NC-Craven County,2008,81.03241297
NC-Cumberland County,2008,80.34272766
NC-Currituck County,2008,78.04878049
NC-Dare County,2008,80.04484305
NC-Davidson County,2008,77.35155018
NC-Davie County,2008,79.44111776
NC-Duplin County,2008,69.3877551
NC-Durham County,2008,79.85241503
NC-Edgecombe County,2008,65.70743405
NC-Forsyth County,2008,81.42806894
NC-Franklin County,2008,74.96240602
NC-Gaston County,2008,76.11662531
NC-Gates County,2008,69.53125
NC-Graham County,2008,71.42857143
NC-Granville County,2008,82.12703102
NC-Greene County,2008,69.37321937
NC-Guilford County,2008,79.43937088
NC-Halifax County,2008,72.97297297
NC-Harnett County,2008,82.70954138
NC-Haywood County,2008,74.86842105
NC-Henderson County,2008,79.53079179
NC-Hertford County,2008,74.46808511
NC-Hoke County,2008,85.45150502
NC-Hyde County,2008,65.30612245
NC-Iredell County,2008,78.63618447
NC-Jackson County,2008,75
NC-Johnston County,2008,81.17343649
NC-Jones County,2008,60.97560976
NC-Lee County,2008,80.73979592
NC-Lenoir County,2008,67.65957447
NC-Lincoln County,2008,76.63252241
NC-McDowell County,2008,67.87148594
NC-Macon County,2008,75.89928058
NC-Madison County,2008,76.87366167
NC-Martin County,2008,74.71264368
NC-Mecklenburg County,2008,77.63708823
NC-Mitchell County,2008,75.17730496
NC-Montgomery County,2008,67.86226686
NC-Moore County,2008,81.5037594
NC-Nash County,2008,75.4185022
NC-New Hanover County,2008,80.41055718
NC-Northampton County,2008,64.82758621
NC-Onslow County,2008,84.00102067
NC-Orange County,2008,71.29066857
NC-Pamlico County,2008,72.72727273
NC-Pasquotank County,2008,81.78137652
NC-Pender County,2008,73.00380228
NC-Perquimans County,2008,74.6835443
NC-Person County,2008,78.36538462
NC-Pitt County,2008,80.79161816
NC-Polk County,2008,74.87437186
NC-Randolph County,2008,77.79212395
NC-Richmond County,2008,64.73651323
NC-Robeson County,2008,62.48256625
NC-Rockingham County,2008,76.37415622
NC-Rowan County,2008,77.41935484
NC-Rutherford County,2008,70.4264099
NC-Sampson County,2008,65.22727273
NC-Scotland County,2008,74.08759124
NC-Stanly County,2008,75.37473233
NC-Stokes County,2008,77.82258065
NC-Surry County,2008,72.0505618
NC-Swain County,2008,66.89655172
NC-Transylvania County,2008,75.36231884
NC-Tyrrell County,2008,69.56521739
NC-Union County,2008,70.7588158
NC-Vance County,2008,75.47169811
NC-Wake County,2008,82.32555707
NC-Warren County,2008,72.86719437
NC-Washington County,2008,63.63636364
NC-Watauga County,2008,78.08917197
NC-Wayne County,2008,78.74950534
NC-Wilkes County,2008,71.99281867
NC-Wilson County,2008,77.27272727
NC-Yadkin County,2008,71.5625
NC-Yancey County,2008,73.23232323
OK-Adair County,2008,50
OK-Alfalfa County,2008,59.09090909
OK-Atoka County,2008,55.10204082
OK-Beaver County,2008,78.73403665
OK-Beckham County,2008,72.39819005
OK-Blaine County,2008,74.66666667
OK-Bryan County,2008,81.29496403
OK-Caddo County,2008,75.43859649
OK-Canadian County,2008,80.1107157
OK-Carter County,2008,77.64705882
OK-Cherokee County,2008,71.07061503
OK-Choctaw County,2008,49.45054945
OK-Cimarron County,2008,100
OK-Cleveland County,2008,80.73236196
OK-Coal County,2008,68
OK-Comanche County,2008,83.99146211
OK-Cotton County,2008,79.54545455
OK-Craig County,2008,73.38129496
OK-Creek County,2008,71.84210526
OK-Custer County,2008,76.36363636
OK-Delaware County,2008,79.98021405
OK-Dewey County,2008,74.07407407
OK-Ellis County,2008,55.55555556
OK-Garfield County,2008,79.16666667
OK-Garvin County,2008,74.00611621
OK-Grady County,2008,76.73325499
OK-Grant County,2008,68.53932584
OK-Greer County,2008,75.67567568
OK-Harmon County,2008,71.42857143
OK-Harper County,2008,66.66666667
OK-Haskell County,2008,62.62626263
OK-Hughes County,2008,75.2
OK-Jackson County,2008,70.75962539
OK-Jefferson County,2008,69.05901116
OK-Johnston County,2008,78.72340426
OK-Kay County,2008,75.23809524
OK-Kingfisher County,2008,75
OK-Kiowa County,2008,80.32786885
OK-Latimer County,2008,60
OK-Le Flore County,2008,56.2099872
OK-Lincoln County,2008,66.77908938
OK-Logan County,2008,74.75247525
OK-Love County,2008,64.21052632
OK-McClain County,2008,72.3495702
OK-McCurtain County,2008,61.36363636
OK-McIntosh County,2008,76.92307692
OK-Major County,2008,62.5
OK-Marshall County,2008,68.88888889
OK-Mayes County,2008,70.09569378
OK-Murray County,2008,75
OK-Muskogee County,2008,82.25388601
OK-Noble County,2008,71.42857143
OK-Nowata County,2008,73.25581395
OK-Okfuskee County,2008,62.96296296
OK-Oklahoma County,2008,79.92277992
OK-Okmulgee County,2008,66.49395509
OK-Osage County,2008,67.7466863
OK-Ottawa County,2008,69.63927856
OK-Pawnee County,2008,62.55144033
OK-Payne County,2008,84.65499485
OK-Pittsburg County,2008,74.4
OK-Pontotoc County,2008,81.51950719
OK-Pottawatomie County,2008,75.02774695
OK-Pushmataha County,2008,53.19148936
OK-Roger Mills County,2008,75
OK-Rogers County,2008,75.83979328
OK-Seminole County,2008,66.15384615
OK-Sequoyah County,2008,67.85714286
OK-Stephens County,2008,74.11477411
OK-Texas County,2008,73.94366197
OK-Tillman County,2008,68.11594203
OK-Tulsa County,2008,82.55058474
OK-Wagoner County,2008,77.47688243
OK-Washington County,2008,75.50425818
OK-Washita County,2008,73.86363636
OK-Woods County,2008,68.42105263
OK-Woodward County,2008,69.45454545
SC-Abbeville County,2008,61.23595506
SC-Aiken County,2008,76.56026679
SC-Allendale County,2008,45.71428571
SC-Anderson County,2008,75.49850449
SC-Bamberg County,2008,47.25274725
SC-Barnwell County,2008,57.78894472
SC-Beaufort County,2008,78.40512224
SC-Berkeley County,2008,73.54540511
SC-Calhoun County,2008,69.3877551
SC-Charleston County,2008,76.3399324
SC-Cherokee County,2008,72.07317073
SC-Chester County,2008,63.62007168
SC-Chesterfield County,2008,63.58208955
SC-Clarendon County,2008,64.28571429
SC-Colleton County,2008,62.73148148
SC-Darlington County,2008,56.09452736
SC-Dillon County,2008,57.32217573
SC-Dorchester County,2008,75.66158781
SC-Edgefield County,2008,68.42105263
SC-Fairfield County,2008,56.69642857
SC-Florence County,2008,71.67359667
SC-Georgetown County,2008,71.74887892
SC-Greenville County,2008,79.97027127
SC-Greenwood County,2008,79.45205479
SC-Hampton County,2008,51.09489051
SC-Horry County,2008,68.8791886
SC-Jasper County,2008,61.34020619
SC-Kershaw County,2008,69.08315565
SC-Lancaster County,2008,72.99401198
SC-Laurens County,2008,65.31531532
SC-Lee County,2008,54.13533835
SC-Lexington County,2008,76.7480693
SC-McCormick County,2008,72.88135593
SC-Marion County,2008,67.22560976
SC-Marlboro County,2008,51.59235669
SC-Newberry County,2008,60
SC-Oconee County,2008,71.97231834
SC-Orangeburg County,2008,56.34146341
SC-Pickens County,2008,76.10441767
SC-Richland County,2008,76.12052166
SC-Saluda County,2008,60.36036036
SC-Spartanburg County,2008,73.6908677
SC-Sumter County,2008,70.80745342
SC-Union County,2008,71.36986301
SC-Williamsburg County,2008,49.23076923
SC-York County,2008,77.57104887
VA-Accomack County,2008,74.18478261
VA-Albemarle County,2008,81.25948407
VA-Alleghany County,2008,79.13043478
VA-Amelia County,2008,77.77777778
VA-Amherst County,2008,74.92877493
VA-Appomattox County,2008,80
VA-Arlington County,2008,84.204513
VA-Augusta County,2008,72.93413174
VA-Bath County,2008,75.86206897
VA-Bedford County,2008,85.45454545
VA-Bland County,2008,73.33333333
VA-Botetourt County,2008,79.81220657
VA-Brunswick County,2008,65.07936508
VA-Buchanan County,2008,78.70967742
VA-Buckingham County,2008,70
VA-Campbell County,2008,79.27565392
VA-Caroline County,2008,83.90342052
VA-Carroll County,2008,69.8019802
VA-Charles City County,2008,73.07692308
VA-Charlotte County,2008,70.66666667
VA-Chesterfield County,2008,84.68641785
VA-Clarke County,2008,77.54010695
VA-Craig County,2008,84
VA-Culpeper County,2008,77.99174691
VA-Cumberland County,2008,69.3877551
VA-Dickenson County,2008,74.4966443
VA-Dinwiddie County,2008,83.38108883
VA-Essex County,2008,76.37362637
VA-Fairfax County,2008,79.78533095
VA-Fauquier County,2008,74.72924188
VA-Floyd County,2008,80
VA-Fluvanna County,2008,86.68478261
VA-Franklin County,2008,77.49494949
VA-Frederick County,2008,75.74654042
VA-Giles County,2008,79.18552036
VA-Gloucester County,2008,83.80952381
VA-Goochland County,2008,82.92682927
VA-Grayson County,2008,66.07142857
VA-Greene County,2008,83.92857143
VA-Greensville County,2008,60
VA-Halifax County,2008,72.99578059
VA-Hanover County,2008,86.77940046
VA-Henrico County,2008,83.79495659
VA-Henry County,2008,77.09359606
VA-Highland County,2008,85.71428571
VA-Isle of Wight County,2008,86.14457831
VA-James City County,2008,84.48707256
VA-King and Queen County,2008,63.38028169
VA-King George County,2008,77.01492537
VA-King William County,2008,79.31034483
VA-Lancaster County,2008,79.59183673
VA-Lee County,2008,69.23076923
VA-Loudoun County,2008,79.28125722
VA-Louisa County,2008,82.99065421
VA-Lunenburg County,2008,72.04301075
VA-Madison County,2008,75.2688172
VA-Mathews County,2008,76.03305785
VA-Mecklenburg County,2008,70.50359712
VA-Middlesex County,2008,81.56028369
VA-Montgomery County,2008,85.23890785
VA-Nelson County,2008,75.86206897
VA-New Kent County,2008,84.09090909
VA-Northampton County,2008,72.30769231
VA-Northumberland County,2008,83.63636364
VA-Nottoway County,2008,71.32867133
VA-Orange County,2008,76.14424411
VA-Page County,2008,75.33632287
VA-Patrick County,2008,66.66666667
VA-Pittsylvania County,2008,81.56934307
VA-Powhatan County,2008,81.89189189
VA-Prince Edward County,2008,77.27272727
VA-Prince George County,2008,81.44044321
VA-Prince William County,2008,78.41663335
VA-Pulaski County,2008,80.24316109
VA-Rappahannock County,2008,75.43859649
VA-Richmond County,2008,71.21212121
VA-Roanoke County,2008,88.64177919
VA-Rockbridge County,2008,76.43678161
VA-Rockingham County,2008,79.17109458
VA-Russell County,2008,78.125
VA-Scott County,2008,76.82119205
VA-Shenandoah County,2008,73.09027778
VA-Smyth County,2008,71.13402062
VA-Southampton County,2008,74.57627119
VA-Spotsylvania County,2008,80.1077683
VA-Stafford County,2008,80.53134081
VA-Surry County,2008,66.66666667
VA-Sussex County,2008,81.55339806
VA-Tazewell County,2008,77.92553191
VA-Warren County,2008,75.95959596
VA-Washington County,2008,81.07023411
VA-Westmoreland County,2008,78.27476038
VA-Wise County,2008,68.37837838
VA-Wythe County,2008,68.60465116
VA-York County,2008,89.63675214
VA-Alexandria city,2008,83.91217565
VA-Bedford city,2008,87.87878788
VA-Bristol city,2008,75.40983607
VA-Buena Vista city,2008,82.85714286
VA-Charlottesville city,2008,83.16831683
VA-Chesapeake city,2008,84.73539309
VA-Colonial Heights city,2008,81.95121951
VA-Covington city,2008,73.33333333
VA-Danville city,2008,73.62924282
VA-Emporia city,2008,66
VA-Fairfax city,2008,85.35825545
VA-Falls Church city,2008,85.57692308
VA-Franklin city,2008,79.3814433
VA-Fredericksburg city,2008,78.41945289
VA-Galax city,2008,72.91666667
VA-Hampton city,2008,85.25373134
VA-Harrisonburg city,2008,76.16387337
VA-Hopewell city,2008,79.38931298
VA-Lexington city,2008,86.84210526
VA-Lynchburg city,2008,84.63886063
VA-Manassas city,2008,76.77130045
VA-Manassas Park city,2008,74.0034662
VA-Martinsville city,2008,78.90625
VA-Newport News city,2008,84.94318182
VA-Norfolk city,2008,81.16959064
VA-Norton city,2008,51.72413793
VA-Petersburg city,2008,71.46341463
VA-Poquoson city,2008,84.47204969
VA-Portsmouth city,2008,79.5965865
VA-Radford city,2008,80.46875
VA-Richmond city,2008,79.00033546
VA-Roanoke city,2008,83.76674547
VA-Salem city,2008,85.51724138
VA-Staunton city,2008,84.83965015
VA-Suffolk city,2008,83.30632091
VA-Virginia Beach city,2008,84.79233227
VA-Waynesboro city,2008,78.57142857
VA-Williamsburg city,2008,81.03448276
VA-Winchester city,2008,71.53284672
AL-Autauga County,2009,81.41447368
AL-Baldwin County,2009,77.16092762
AL-Barbour County,2009,66.95652174
AL-Bibb County,2009,52.66272189
AL-Blount County,2009,67.15686275
AL-Bullock County,2009,46.875
AL-Butler County,2009,63.63636364
AL-Calhoun County,2009,69.56066946
AL-Chambers County,2009,74.23580786
AL-Cherokee County,2009,62.03208556
AL-Chilton County,2009,60.31746032
AL-Choctaw County,2009,57.74647887
AL-Clarke County,2009,67.66467066
AL-Clay County,2009,39.0625
AL-Cleburne County,2009,57.00934579
AL-Coffee County,2009,84.3373494
AL-Colbert County,2009,74.09836066
AL-Conecuh County,2009,36.84210526
AL-Coosa County,2009,51.61290323
AL-Covington County,2009,67.9389313
AL-Crenshaw County,2009,50
AL-Cullman County,2009,57.2609209
AL-Dale County,2009,79.5505618
AL-Dallas County,2009,61.93181818
AL-DeKalb County,2009,67.53812636
AL-Elmore County,2009,79.53281424
AL-Escambia County,2009,50.99009901
AL-Etowah County,2009,75.75757576
AL-Fayette County,2009,62.92134831
AL-Franklin County,2009,63.73056995
AL-Geneva County,2009,69.65811966
AL-Greene County,2009,58.13953488
AL-Hale County,2009,71.25
AL-Henry County,2009,70.39473684
AL-Houston County,2009,82.94930876
AL-Jackson County,2009,69.16666667
AL-Jefferson County,2009,75.73333333
AL-Lamar County,2009,45.16129032
AL-Lauderdale County,2009,75.85034014
AL-Lawrence County,2009,54.9689441
AL-Lee County,2009,85.14851485
AL-Limestone County,2009,86.28133705
AL-Lowndes County,2009,50.81967213
AL-Macon County,2009,37.66233766
AL-Madison County,2009,86.72280953
AL-Marengo County,2009,73.04964539
AL-Marion County,2009,64.97695853
AL-Marshall County,2009,70.7376058
AL-Mobile County,2009,77.82694199
AL-Monroe County,2009,60.18518519
AL-Montgomery County,2009,75.72509458
AL-Morgan County,2009,73.79972565
AL-Perry County,2009,45
AL-Pickens County,2009,72.63157895
AL-Pike County,2009,50
AL-Randolph County,2009,64.61538462
AL-Russell County,2009,84.15841584
AL-St. Clair County,2009,71.72918573
AL-Shelby County,2009,79.8176674
AL-Sumter County,2009,73.91304348
AL-Talladega County,2009,63.98026316
AL-Tallapoosa County,2009,74.3718593
AL-Tuscaloosa County,2009,84.56221198
AL-Walker County,2009,60.18662519
AL-Washington County,2009,54.62184874
AL-Wilcox County,2009,40
AL-Winston County,2009,69.91869919
AK-Aleutians East Borough,2009,80
AK-Aleutians West Census Area,2009,75
AK-Anchorage Municipality,2009,83.8159032
AK-Bethel Census Area,2009,72.97297297
AK-Bristol Bay Borough,2009,50
AK-Denali Borough,2009,84.61538462
AK-Dillingham Census Area,2009,41.17647059
AK-Fairbanks North Star Borough,2009,88.58954041
AK-Haines Borough,2009,80
AK-Juneau City and Borough,2009,84.30851064
AK-Kenai Peninsula Borough,2009,80.95975232
AK-Ketchikan Gateway Borough,2009,60.78431373
AK-Kodiak Island Borough,2009,85.13513514
AK-Matanuska-Susitna Borough,2009,82.55208333
AK-Nome Census Area,2009,82.75862069
AK-North Slope Borough,2009,47.82608696
AK-Northwest Arctic Borough,2009,83.33333333
AK-Sitka City and Borough,2009,63.41463415
AK-Southeast Fairbanks Census Area,2009,75
AK-Valdez-Cordova Census Area,2009,81.81818182
AK-Yakutat City and Borough,2009,100
AK-Yukon-Koyukuk Census Area,2009,55.55555556
AZ-Apache County,2009,70.2247191
AZ-Cochise County,2009,79.48881789
AZ-Coconino County,2009,78.08032675
AZ-Gila County,2009,72.82415631
AZ-Graham County,2009,75
AZ-Greenlee County,2009,59.09090909
AZ-La Paz County,2009,61.11111111
AZ-Maricopa County,2009,78.03203661
AZ-Mohave County,2009,75.33244681
AZ-Navajo County,2009,72.17787913
AZ-Pima County,2009,80.29934958
AZ-Pinal County,2009,77.79028133
AZ-Santa Cruz County,2009,67.75956284
AZ-Yavapai County,2009,75.008364
AZ-Yuma County,2009,76.86398554
AR-Ashley County,2009,65.2173913
AR-Baxter County,2009,77.93240557
AR-Benton County,2009,83.41660719
AR-Boone County,2009,78.55579869
AR-Bradley County,2009,52.45901639
AR-Calhoun County,2009,67.85714286
AR-Carroll County,2009,58.78594249
AR-Chicot County,2009,62.96296296
AR-Clark County,2009,65.07936508
AR-Clay County,2009,77.10843373
AR-Cleburne County,2009,80.05952381
AR-Cleveland County,2009,58.90410959
AR-Columbia County,2009,81.04089219
AR-Conway County,2009,70.43010753
AR-Craighead County,2009,86.36065574
AR-Crawford County,2009,79.04411765
AR-Crittenden County,2009,83.94648829
AR-Cross County,2009,73.93617021
AR-Dallas County,2009,71.18644068
AR-Desha County,2009,72.88135593
AR-Drew County,2009,59.82905983
AR-Faulkner County,2009,82.17054264
AR-Franklin County,2009,76.1682243
AR-Fulton County,2009,75.40983607
AR-Garland County,2009,72.9707113
AR-Grant County,2009,68.07511737
AR-Greene County,2009,83.54700855
AR-Hempstead County,2009,68.15642458
AR-Hot Spring County,2009,62.75862069
AR-Howard County,2009,62.22222222
AR-Independence County,2009,77.19298246
AR-Izard County,2009,78.65168539
AR-Jackson County,2009,65.2173913
AR-Jefferson County,2009,68.8365651
AR-Johnson County,2009,80.98360656
AR-Lafayette County,2009,65.625
AR-Lawrence County,2009,72.22222222
AR-Lee County,2009,48.27586207
AR-Lincoln County,2009,57.69230769
AR-Little River County,2009,67.03296703
AR-Logan County,2009,77.48691099
AR-Lonoke County,2009,83.91420912
AR-Madison County,2009,63.33333333
AR-Marion County,2009,71.52317881
AR-Miller County,2009,74.21524664
AR-Mississippi County,2009,77.72277228
AR-Monroe County,2009,54.05405405
AR-Montgomery County,2009,77.38095238
AR-Nevada County,2009,59.45945946
AR-Newton County,2009,64.38356164
AR-Ouachita County,2009,67.51269036
AR-Perry County,2009,62.37623762
AR-Phillips County,2009,57.40740741
AR-Pike County,2009,58.46153846
AR-Poinsett County,2009,73.11827957
AR-Polk County,2009,61.76470588
AR-Pope County,2009,82.33695652
AR-Prairie County,2009,77.55102041
AR-Pulaski County,2009,84.12785388
AR-Randolph County,2009,68.12227074
AR-St. Francis County,2009,60
AR-Saline County,2009,81.86758893
AR-Scott County,2009,70.27027027
AR-Searcy County,2009,67.07317073
AR-Sebastian County,2009,83.8490099
AR-Sevier County,2009,55.05617978
AR-Sharp County,2009,81.14285714
AR-Stone County,2009,69.66292135
AR-Union County,2009,72.09302326
AR-Van Buren County,2009,64.89361702
AR-Washington County,2009,82.10884354
AR-White County,2009,78.17652764
AR-Woodruff County,2009,74.19354839
AR-Yell County,2009,78.73563218
CA-Alameda County,2009,72.15148007
CA-Alpine County,2009,83.33333333
CA-Amador County,2009,75.35816619
CA-Butte County,2009,76.40232108
CA-Calaveras County,2009,76.41509434
CA-Colusa County,2009,78.63636364
CA-Contra Costa County,2009,73.75905996
CA-Del Norte County,2009,78.35820896
CA-El Dorado County,2009,75.52250804
CA-Fresno County,2009,76.56829993
CA-Glenn County,2009,79.16666667
CA-Humboldt County,2009,71.94066749
CA-Imperial County,2009,75.19569472
CA-Inyo County,2009,71.31782946
CA-Kern County,2009,78.89282551
CA-Kings County,2009,81.255449
CA-Lake County,2009,73.0606488
CA-Lassen County,2009,74.74226804
CA-Los Angeles County,2009,70.93540293
CA-Madera County,2009,75.29029261
CA-Marin County,2009,74.74469756
CA-Mariposa County,2009,69.75308642
CA-Mendocino County,2009,73.26923077
CA-Merced County,2009,75.72392772
CA-Modoc County,2009,73.01587302
CA-Mono County,2009,71.05263158
CA-Monterey County,2009,73.28533535
CA-Napa County,2009,76.8766756
CA-Nevada County,2009,75.32368621
CA-Orange County,2009,72.16517786
CA-Placer County,2009,77.59788535
CA-Plumas County,2009,80.09478673
CA-Riverside County,2009,74.15757846
CA-Sacramento County,2009,74.98901099
CA-San Benito County,2009,76.80652681
CA-San Bernardino County,2009,74.26837747
CA-San Diego County,2009,73.77222055
CA-San Francisco County,2009,74.98888065
CA-San Joaquin County,2009,74.96060511
CA-San Luis Obispo County,2009,77.40384615
CA-San Mateo County,2009,75.82668187
CA-Santa Barbara County,2009,77.13527851
CA-Santa Clara County,2009,72.93154832
CA-Santa Cruz County,2009,76.44211376
CA-Shasta County,2009,77.8604119
CA-Sierra County,2009,48.48484848
CA-Siskiyou County,2009,74.92163009
CA-Solano County,2009,75.36788228
CA-Sonoma County,2009,75.40745522
CA-Stanislaus County,2009,76.18439263
