Year,county,totpop,unemp,unemp_rate
2010,"Rockdale County, Georgia",9075,76,0.837465565
2010,"Troup County, Georgia",8136,109,1.33972468
2010,"Walker County, Georgia",10502,110,1.047419539
2010,"Walton County, Georgia",10348,129,1.246617704
2010,"Whitfield County, Georgia",11081,64,0.577565202
2010,"Hawaii County, Hawaii",27979,417,1.490403517
2010,"Honolulu County, Hawaii",140212,466,0.332353864
2010,"Kauai County, Hawaii",10204,0,0
2010,"Maui County, Hawaii",19720,27,0.136916836
2010,"Ada County, Idaho",41941,229,0.546005102
2010,"Bannock County, Idaho",9245,48,0.519199567
2010,"Bonneville County, Idaho",11295,115,1.018149624
2010,"Canyon County, Idaho",20756,76,0.366159183
2010,"Kootenai County, Idaho",20333,82,0.4032853
2010,"Twin Falls County, Idaho",10824,32,0.29563932
2010,"Adams County, Illinois",11770,0,0
2010,"Champaign County, Illinois",19657,60,0.305234776
2010,"Cook County, Illinois",622627,6309,1.013287249
2010,"DeKalb County, Illinois",10560,99,0.9375
2010,"DuPage County, Illinois",105885,1473,1.391131888
2010,"Kane County, Illinois",50921,607,1.192042576
2010,"Kankakee County, Illinois",14848,0,0
2010,"Kendall County, Illinois",8180,239,2.921760391
2010,"Lake County, Illinois",73450,583,0.793737236
2010,"LaSalle County, Illinois",18888,212,1.12240576
2010,"McHenry County, Illinois",31496,434,1.377952756
2010,"McLean County, Illinois",17691,65,0.367418461
2010,"Macon County, Illinois",18158,15,0.082608217
2010,"Madison County, Illinois",38678,61,0.157712395
2010,"Peoria County, Illinois",25892,69,0.26649158
2010,"Rock Island County, Illinois",24212,0,0
2010,"St. Clair County, Illinois",33806,0,0
2010,"Sangamon County, Illinois",27403,75,0.273692661
2010,"Tazewell County, Illinois",21085,66,0.313018734
2010,"Vermilion County, Illinois",13199,0,0
2010,"Will County, Illinois",63296,171,0.270159252
2010,"Williamson County, Illinois",10673,0,0
2010,"Winnebago County, Illinois",41321,102,0.24684785
2010,"Allen County, Indiana",42425,270,0.636417207
2010,"Bartholomew County, Indiana",10836,0,0
2010,"Clark County, Indiana",14147,52,0.367569096
2010,"Delaware County, Indiana",16909,0,0
2010,"Elkhart County, Indiana",23630,125,0.528988574
2010,"Floyd County, Indiana",9491,47,0.495205985
2010,"Grant County, Indiana",11467,76,0.662771431
2010,"Hamilton County, Indiana",24104,115,0.477099237
2010,"Hancock County, Indiana",8785,0,0
2010,"Hendricks County, Indiana",15802,54,0.341728895
2010,"Howard County, Indiana",13361,146,1.09273258
2010,"Johnson County, Indiana",17371,0,0
2010,"Kosciusko County, Indiana",10382,16,0.154112888
2010,"Lake County, Indiana",65766,208,0.316272846
2010,"LaPorte County, Indiana",16106,69,0.428411772
2010,"Madison County, Indiana",20393,224,1.098416123
2010,"Marion County, Indiana",95627,937,0.979848787
2010,"Monroe County, Indiana",14528,121,0.832874449
2010,"Morgan County, Indiana",9308,65,0.698324022
2010,"Porter County, Indiana",20714,123,0.593801294
2010,"St. Joseph County, Indiana",35964,208,0.578356134
2010,"Tippecanoe County, Indiana",16384,0,0
2010,"Vanderburgh County, Indiana",25904,87,0.335855466
2010,"Vigo County, Indiana",14088,90,0.638841567
2010,"Wayne County, Indiana",11212,91,0.811630396
2010,"Black Hawk County, Iowa",18152,40,0.220361393
2010,"Dallas County, Iowa",6380,0,0
2010,"Dubuque County, Iowa",14423,0,0
2010,"Johnson County, Iowa",10996,0,0
2010,"Linn County, Iowa",27454,57,0.207620019
2010,"Polk County, Iowa",46076,120,0.260439274
2010,"Pottawattamie County, Iowa",13388,36,0.26889752
2010,"Scott County, Iowa",21053,0,0
2010,"Story County, Iowa",8962,63,0.702968087
2010,"Woodbury County, Iowa",13265,74,0.557859028
2010,"Butler County, Kansas",8302,8,0.096362322
2010,"Douglas County, Kansas",9937,0,0
2010,"Johnson County, Kansas",59982,253,0.421793205
2010,"Leavenworth County, Kansas",6993,33,0.471900472
2010,"Riley County, Kansas",5058,0,0
2010,"Sedgwick County, Kansas",56817,199,0.350247285
2010,"Shawnee County, Kansas",26079,82,0.314429234
2010,"Wyandotte County, Kansas",16967,68,0.400777981
2010,"Boone County, Kentucky",11599,70,0.603500302
2010,"Bullitt County, Kentucky",8238,61,0.740470988
2010,"Campbell County, Kentucky",11616,0,0
2010,"Daviess County, Kentucky",14213,0,0
2010,"Fayette County, Kentucky",30978,0,0
2010,"Hardin County, Kentucky",11662,61,0.523066369
2010,"Jefferson County, Kentucky",100046,674,0.673690103
2010,"Kenton County, Kentucky",17928,330,1.840696118
2010,"McCracken County, Kentucky",11359,0,0
2010,"Madison County, Kentucky",9159,76,0.829784911
2010,"Pike County, Kentucky",8876,0,0
2010,"Warren County, Kentucky",12408,133,1.071889104
2010,"Ascension Parish, Louisiana",9426,184,1.952047528
2010,"Bossier Parish, Louisiana",13596,217,1.596057664
2010,"Caddo Parish, Louisiana",34142,159,0.465702068
2010,"Calcasieu Parish, Louisiana",24539,0,0
2010,"East Baton Rouge Parish, Louisiana",48252,190,0.393766062
2010,"Iberia Parish, Louisiana",8593,0,0
2010,"Jefferson Parish, Louisiana",58980,450,0.762970498
2010,"Lafayette Parish, Louisiana",23201,0,0
2010,"Lafourche Parish, Louisiana",11675,0,0
2010,"Livingston Parish, Louisiana",13298,547,4.113400511
2010,"Orleans Parish, Louisiana",38623,196,0.507469642
2010,"Ouachita Parish, Louisiana",19093,36,0.188550778
2010,"Rapides Parish, Louisiana",18483,0,0
2010,"St. Landry Parish, Louisiana",11473,14,0.122025625
2010,"St. Tammany Parish, Louisiana",29686,103,0.346964899
2010,"Tangipahoa Parish, Louisiana",13978,72,0.51509515
2010,"Terrebonne Parish, Louisiana",12467,0,0
2010,"Androscoggin County, Maine",15418,40,0.259437022
2010,"Aroostook County, Maine",13555,0,0
2010,"Cumberland County, Maine",39826,83,0.208406569
2010,"Kennebec County, Maine",18982,0,0
2010,"Penobscot County, Maine",22075,15,0.06795017
2010,"York County, Maine",30282,61,0.201439799
2010,"Allegany County, Maryland",13883,0,0
2010,"Anne Arundel County, Maryland",63221,634,1.002831338
2010,"Baltimore County, Maryland",118928,1190,1.000605408
2010,"Calvert County, Maryland",9693,59,0.608686681
2010,"Carroll County, Maryland",21959,252,1.147593242
2010,"Cecil County, Maryland",12055,0,0
2010,"Charles County, Maryland",13834,0,0
2010,"Frederick County, Maryland",25601,130,0.507792664
2010,"Harford County, Maryland",30565,289,0.945525928
2010,"Howard County, Maryland",29497,239,0.81025189
2010,"Montgomery County, Maryland",120537,761,0.631341414
2010,"Prince George's County, Maryland",82014,650,0.792547614
2010,"St. Mary's County, Maryland",10880,75,0.689338235
2010,"Washington County, Maryland",21475,28,0.130384168
2010,"Wicomico County, Maryland",12720,251,1.97327044
2010,"Baltimore city, Maryland",73001,993,1.360255339
2010,"Barnstable County, Massachusetts",54089,223,0.412283459
2010,"Berkshire County, Massachusetts",24674,195,0.790305585
2010,"Bristol County, Massachusetts",78131,1228,1.571719292
2010,"Essex County, Massachusetts",105391,1198,1.136719454
2010,"Franklin County, Massachusetts",10805,32,0.296159186
2010,"Hampden County, Massachusetts",65666,409,0.622848963
2010,"Hampshire County, Massachusetts",20220,223,1.102868447
2010,"Middlesex County, Massachusetts",197607,1514,0.76616719
2010,"Norfolk County, Massachusetts",98077,1003,1.022665865
2010,"Plymouth County, Massachusetts",68782,676,0.982815271
2010,"Suffolk County, Massachusetts",76281,718,0.941256669
2010,"Worcester County, Massachusetts",102162,971,0.950451244
2010,"Allegan County, Michigan",14305,97,0.678084586
2010,"Bay County, Michigan",17592,119,0.676443838
2010,"Berrien County, Michigan",25501,232,0.909768244
2010,"Calhoun County, Michigan",20139,290,1.439992055
2010,"Clinton County, Michigan",9521,116,1.218359416
2010,"Eaton County, Michigan",14849,208,1.400767728
2010,"Genesee County, Michigan",58656,700,1.1933988
2010,"Grand Traverse County, Michigan",12868,69,0.536213864
2010,"Ingham County, Michigan",29810,257,0.862126803
2010,"Isabella County, Michigan",6815,112,1.643433602
2010,"Jackson County, Michigan",22689,114,0.502446119
2010,"Kalamazoo County, Michigan",30617,311,1.01577555
2010,"Kent County, Michigan",67592,693,1.025269263
2010,"Lapeer County, Michigan",11785,37,0.313958422
2010,"Lenawee County, Michigan",14813,79,0.533315331
2010,"Livingston County, Michigan",21901,256,1.168896397
2010,"Macomb County, Michigan",121028,1583,1.307961794
2010,"Marquette County, Michigan",9824,0,0
2010,"Midland County, Michigan",12532,14,0.111714012
2010,"Monroe County, Michigan",20583,62,0.301219453
2010,"Muskegon County, Michigan",23643,175,0.740176797
2010,"Oakland County, Michigan",159510,1972,1.236286126
2010,"Ottawa County, Michigan",31555,181,0.573601648
2010,"Saginaw County, Michigan",30615,109,0.356034624
2010,"St. Clair County, Michigan",23907,187,0.782197683
2010,"Shiawassee County, Michigan",9995,41,0.410205103
2010,"Van Buren County, Michigan",10395,0,0
2010,"Washtenaw County, Michigan",35403,241,0.680733271
2010,"Wayne County, Michigan",231001,2571,1.112982195
2010,"Anoka County, Minnesota",31906,243,0.761612236
2010,"Carver County, Minnesota",7944,60,0.755287009
2010,"Dakota County, Minnesota",40041,170,0.424564821
2010,"Hennepin County, Minnesota",130798,692,0.529060077
2010,"Olmsted County, Minnesota",18144,99,0.545634921
2010,"Ramsey County, Minnesota",61402,145,0.23614866
2010,"St. Louis County, Minnesota",32384,63,0.194540514
2010,"Scott County, Minnesota",10525,79,0.750593824
2010,"Sherburne County, Minnesota",7371,0,0
2010,"Stearns County, Minnesota",18069,140,0.774807682
2010,"Washington County, Minnesota",25428,76,0.298883121
2010,"Wright County, Minnesota",11853,146,1.231755674
2010,"DeSoto County, Mississippi",16276,59,0.362496928
2010,"Forrest County, Mississippi",9118,0,0
2010,"Harrison County, Mississippi",21962,61,0.277752482
2010,"Hinds County, Mississippi",26976,97,0.359578885
2010,"Jackson County, Mississippi",17132,189,1.103198693
2010,"Jones County, Mississippi",9124,121,1.326172731
2010,"Lauderdale County, Mississippi",11313,0,0
2010,"Lee County, Mississippi",11283,0,0
2010,"Madison County, Mississippi",10015,49,0.489266101
2010,"Rankin County, Mississippi",16058,0,0
2010,"Boone County, Missouri",15216,0,0
2010,"Buchanan County, Missouri",12483,53,0.424577425
2010,"Cape Girardeau County, Missouri",10833,67,0.618480569
2010,"Cass County, Missouri",13283,137,1.031393511
2010,"Christian County, Missouri",9694,0,0
2010,"Clay County, Missouri",25194,65,0.257997936
2010,"Cole County, Missouri",9402,0,0
2010,"Franklin County, Missouri",14027,0,0
2010,"Greene County, Missouri",39031,144,0.368937511
2010,"Jackson County, Missouri",84281,569,0.675122507
2010,"Jasper County, Missouri",15685,0,0
2010,"Jefferson County, Missouri",24801,581,2.342647474
2010,"Platte County, Missouri",9985,310,3.104656985
2010,"St. Charles County, Missouri",40372,241,0.59694838
2010,"St. Francois County, Missouri",9479,15,0.158244541
2010,"St. Louis County, Missouri",149685,670,0.447606641
2010,"St. Louis city, Missouri",35491,117,0.329661041
2010,"Cascade County, Montana",12708,0,0
2010,"Flathead County, Montana",13121,0,0
2010,"Gallatin County, Montana",7888,0,0
2010,"Missoula County, Montana",12420,97,0.78099839
2010,"Yellowstone County, Montana",21177,0,0
2010,"Douglas County, Nebraska",54886,281,0.511970266
2010,"Lancaster County, Nebraska",31416,0,0
2010,"Sarpy County, Nebraska",13407,0,0
2010,"Clark County, Nevada",221699,4735,2.135778691
2010,"Washoe County, Nevada",51400,807,1.570038911
2010,"Cheshire County, New Hampshire",11330,271,2.391879965
2010,"Grafton County, New Hampshire",13761,53,0.385146428
2010,"Hillsborough County, New Hampshire",48221,330,0.684349142
2010,"Merrimack County, New Hampshire",20099,17,0.084581322
2010,"Rockingham County, New Hampshire",37613,313,0.832159094
2010,"Strafford County, New Hampshire",15007,0,0
2010,"Atlantic County, New Jersey",38982,750,1.923964907
2010,"Bergen County, New Jersey",137450,1617,1.176427792
2010,"Burlington County, New Jersey",62978,852,1.352853377
2010,"Camden County, New Jersey",66057,329,0.49805471
2010,"Cape May County, New Jersey",21422,245,1.143684063
2010,"Cumberland County, New Jersey",19760,157,0.794534413
2010,"Essex County, New Jersey",90508,886,0.978918991
2010,"Gloucester County, New Jersey",35311,693,1.962561242
2010,"Hudson County, New Jersey",66417,613,0.922956472
2010,"Hunterdon County, New Jersey",16952,115,0.678386031
2010,"Mercer County, New Jersey",46582,1122,2.408655704
2010,"Middlesex County, New Jersey",100160,1260,1.25798722
2010,"Monmouth County, New Jersey",86945,977,1.12369889
2010,"Morris County, New Jersey",67922,1331,1.959600718
2010,"Ocean County, New Jersey",121055,821,0.678204122
2010,"Passaic County, New Jersey",60650,349,0.575432811
2010,"Salem County, New Jersey",10169,55,0.540859475
2010,"Somerset County, New Jersey",40536,643,1.586244326
2010,"Sussex County, New Jersey",17632,119,0.674909256
2010,"Union County, New Jersey",67944,971,1.429118097
2010,"Warren County, New Jersey",15598,138,0.884728811
2010,"Bernalillo County, New Mexico",81409,280,0.343942316
2010,"Chaves County, New Mexico",9326,0,0
2010,"Doña Ana County, New Mexico",26180,71,0.271199389
2010,"McKinley County, New Mexico",7030,0,0
2010,"Sandoval County, New Mexico",15827,116,0.732924749
2010,"San Juan County, New Mexico",13870,35,0.252343187
2010,"Santa Fe County, New Mexico",21516,157,0.729689533
2010,"Valencia County, New Mexico",10738,78,0.726392252
2010,"Albany County, New York",42374,464,1.095011092
2010,"Bronx County, New York",146760,1138,0.775415645
2010,"Broome County, New York",32843,320,0.97433243
2010,"Cattaraugus County, New York",12297,53,0.430999431
2010,"Cayuga County, New York",12157,30,0.246771407
2010,"Chautauqua County, New York",22527,56,0.24859058
2010,"Chemung County, New York",13660,56,0.409956076
2010,"Clinton County, New York",11246,84,0.746932243
2010,"Dutchess County, New York",39930,348,0.871525169
2010,"Erie County, New York",144140,658,0.456500624
2010,"Jefferson County, New York",13052,290,2.221881704
2010,"Kings County, New York",288910,1920,0.66456682
2010,"Livingston County, New York",8897,30,0.337192312
2010,"Madison County, New York",10243,0,0
2010,"Monroe County, New York",103802,620,0.597290996
2010,"Nassau County, New York",205166,2149,1.047444508
2010,"New York County, New York",214894,2172,1.010730872
2010,"Niagara County, New York",34424,66,0.191726702
2010,"Oneida County, New York",38179,83,0.217396998
2010,"Onondaga County, New York",65802,171,0.259870521
2010,"Ontario County, New York",16893,68,0.402533594
2010,"Orange County, New York",41343,190,0.459569939
2010,"Oswego County, New York",15294,72,0.470772852
2010,"Putnam County, New York",12373,0,0
2010,"Queens County, New York",287240,2690,0.936499095
2010,"Rensselaer County, New York",21708,52,0.239543026
2010,"Richmond County, New York",59542,379,0.636525478
2010,"Rockland County, New York",42004,541,1.287972574
2010,"St. Lawrence County, New York",15438,9,0.058297707
2010,"Saratoga County, New York",29970,14,0.04671338
2010,"Schenectady County, New York",22588,156,0.690632194
2010,"Steuben County, New York",15700,61,0.388535032
2010,"Suffolk County, New York",202619,2032,1.002867451
2010,"Sullivan County, New York",11536,42,0.36407767
2010,"Tompkins County, New York",11173,0,0
2010,"Ulster County, New York",26907,257,0.955141785
2010,"Warren County, New York",11270,0,0
2010,"Wayne County, New York",13269,0,0
2010,"Westchester County, New York",139422,1996,1.431624851
2010,"Alamance County, North Carolina",21400,158,0.738317757
2010,"Brunswick County, North Carolina",23000,234,1.017391304
2010,"Buncombe County, North Carolina",37750,274,0.725827815
2010,"Burke County, North Carolina",14874,193,1.297566223
2010,"Cabarrus County, North Carolina",20130,175,0.86934923
2010,"Caldwell County, North Carolina",12825,151,1.177387914
2010,"Carteret County, North Carolina",12301,207,1.682790017
2010,"Catawba County, North Carolina",21541,317,1.471612274
2010,"Cleveland County, North Carolina",14785,0,0
2010,"Craven County, North Carolina",16302,0,0
2010,"Cumberland County, North Carolina",30600,584,1.908496732
2010,"Davidson County, North Carolina",23154,229,0.989029973
2010,"Durham County, North Carolina",26480,212,0.80060423
2010,"Forsyth County, North Carolina",45659,116,0.25405725
2010,"Gaston County, North Carolina",26959,315,1.168440966
2010,"Guilford County, North Carolina",60473,741,1.225340234
2010,"Harnett County, North Carolina",12050,26,0.215767635
2010,"Henderson County, North Carolina",23869,0,0
2010,"Iredell County, North Carolina",21103,211,0.99985784
2010,"Johnston County, North Carolina",17519,330,1.883669159
2010,"Lincoln County, North Carolina",10513,0,0
2010,"Mecklenburg County, North Carolina",81797,1593,1.947504187
2010,"Moore County, North Carolina",20318,0,0
2010,"Nash County, North Carolina",13384,0,0
2010,"New Hanover County, North Carolina",28194,254,0.900900901
2010,"Onslow County, North Carolina",13721,36,0.262371547
2010,"Orange County, North Carolina",13609,78,0.573150121
2010,"Pitt County, North Carolina",16699,57,0.341337805
2010,"Randolph County, North Carolina",19944,0,0
2010,"Robeson County, North Carolina",15139,304,2.008058656
2010,"Rockingham County, North Carolina",15317,276,1.801919436
2010,"Rowan County, North Carolina",20005,281,1.404648838
2010,"Rutherford County, North Carolina",11725,13,0.1108742
2010,"Surry County, North Carolina",12282,99,0.806057645
2010,"Union County, North Carolina",18896,0,0
2010,"Wake County, North Carolina",77331,516,0.667261512
2010,"Wayne County, North Carolina",16387,57,0.3478367
2010,"Wilkes County, North Carolina",11613,119,1.024713683
2010,"Wilson County, North Carolina",11457,0,0
2010,"Burleigh County, North Dakota",11415,54,0.473061761
2010,"Cass County, North Dakota",14624,0,0
2010,"Grand Forks County, North Dakota",6907,88,1.274069784
2010,"Allen County, Ohio",15646,74,0.472964336
2010,"Ashtabula County, Ohio",15632,0,0
2010,"Belmont County, Ohio",12548,0,0
2010,"Butler County, Ohio",42516,214,0.503339919
2010,"Clark County, Ohio",22455,155,0.690269428
2010,"Clermont County, Ohio",23468,230,0.980057951
2010,"Columbiana County, Ohio",17774,117,0.658264881
2010,"Cuyahoga County, Ohio",198568,1984,0.999153942
2010,"Delaware County, Ohio",16892,179,1.059673218
2010,"Erie County, Ohio",13291,0,0
2010,"Fairfield County, Ohio",18184,125,0.68741751
2010,"Franklin County, Ohio",116416,407,0.349608301
2010,"Geauga County, Ohio",14275,101,0.707530648
2010,"Greene County, Ohio",22526,231,1.025481666
2010,"Hamilton County, Ohio",107733,603,0.559717078
2010,"Hancock County, Ohio",10994,138,1.255230126
2010,"Jefferson County, Ohio",12496,88,0.704225352
2010,"Lake County, Ohio",36891,214,0.580087284
2010,"Licking County, Ohio",22030,106,0.481162052
2010,"Lorain County, Ohio",43033,141,0.32765552
2010,"Lucas County, Ohio",57894,523,0.903375134
2010,"Mahoning County, Ohio",42893,396,0.923227566
2010,"Marion County, Ohio",9615,8,0.083203328
2010,"Medina County, Ohio",22900,267,1.165938865
2010,"Miami County, Ohio",15621,156,0.998655656
2010,"Montgomery County, Ohio",81441,526,0.645866333
2010,"Muskingum County, Ohio",12914,18,0.139383615
2010,"Portage County, Ohio",21136,44,0.208175625
2010,"Richland County, Ohio",20458,95,0.464366018
2010,"Ross County, Ohio",10413,65,0.624219725
2010,"Scioto County, Ohio",12293,0,0
2010,"Stark County, Ohio",60649,274,0.451779914
2010,"Summit County, Ohio",79490,617,0.776198264
2010,"Trumbull County, Ohio",36389,369,1.014042705
2010,"Tuscarawas County, Ohio",15106,115,0.761286906
2010,"Warren County, Ohio",22877,119,0.5201731
2010,"Wayne County, Ohio",16839,63,0.37413148
2010,"Wood County, Ohio",15539,206,1.325696634
2010,"Canadian County, Oklahoma",12651,77,0.608647538
2010,"Cleveland County, Oklahoma",26347,84,0.318821877
2010,"Comanche County, Oklahoma",13168,103,0.782199271
2010,"Creek County, Oklahoma",10540,64,0.607210626
2010,"Muskogee County, Oklahoma",10246,137,1.337107164
2010,"Oklahoma County, Oklahoma",86795,526,0.606025693
2010,"Payne County, Oklahoma",8212,13,0.15830492
2010,"Pottawatomie County, Oklahoma",10007,47,0.46967123
2010,"Rogers County, Oklahoma",11600,122,1.051724138
2010,"Tulsa County, Oklahoma",73417,200,0.27241647
2010,"Wagoner County, Oklahoma",9294,0,0
2010,"Benton County, Oregon",10312,0,0
2010,"Clackamas County, Oregon",51029,631,1.236551765
2010,"Deschutes County, Oregon",23527,210,0.892591491
2010,"Douglas County, Oregon",22445,0,0
2010,"Jackson County, Oregon",36579,224,0.61237322
2010,"Josephine County, Oregon",18530,0,0
2010,"Klamath County, Oregon",11170,151,1.351835273
2010,"Lane County, Oregon",52504,378,0.719945147
2010,"Linn County, Oregon",18197,86,0.472605375
2010,"Marion County, Oregon",40896,79,0.193172926
2010,"Multnomah County, Oregon",77933,647,0.8302003
2010,"Polk County, Oregon",11210,19,0.169491525
2010,"Umatilla County, Oregon",9666,80,0.827643286
2010,"Washington County, Oregon",52817,715,1.353730806
2010,"Yamhill County, Oregon",13248,0,0
2010,"Adams County, Pennsylvania",15774,165,1.046025105
2010,"Allegheny County, Pennsylvania",205137,875,0.426544212
2010,"Armstrong County, Pennsylvania",12659,82,0.647760487
2010,"Beaver County, Pennsylvania",31781,146,0.459393978
2010,"Berks County, Pennsylvania",59671,832,1.394312145
2010,"Blair County, Pennsylvania",22442,0,0
2010,"Bucks County, Pennsylvania",91328,668,0.731429573
2010,"Butler County, Pennsylvania",28350,29,0.102292769
2010,"Cambria County, Pennsylvania",27457,190,0.691991113
2010,"Carbon County, Pennsylvania",11605,0,0
2010,"Centre County, Pennsylvania",17344,22,0.126845018
2010,"Chester County, Pennsylvania",65050,711,1.09300538
2010,"Clearfield County, Pennsylvania",14225,0,0
2010,"Columbia County, Pennsylvania",10768,64,0.59435364
2010,"Crawford County, Pennsylvania",14632,74,0.505740842
2010,"Cumberland County, Pennsylvania",36916,133,0.360277386
2010,"Dauphin County, Pennsylvania",36996,107,0.289220456
2010,"Delaware County, Pennsylvania",79757,366,0.45889389
2010,"Erie County, Pennsylvania",41242,250,0.606178168
2010,"Fayette County, Pennsylvania",24279,38,0.15651386
2010,"Franklin County, Pennsylvania",24421,75,0.307112731
2010,"Indiana County, Pennsylvania",14003,98,0.699850032
2010,"Lackawanna County, Pennsylvania",38568,168,0.435594275
2010,"Lancaster County, Pennsylvania",79018,268,0.339163229
2010,"Lawrence County, Pennsylvania",17198,87,0.505872776
2010,"Lebanon County, Pennsylvania",22541,25,0.11090901
2010,"Lehigh County, Pennsylvania",51313,386,0.75224602
2010,"Luzerne County, Pennsylvania",58080,335,0.576790634
2010,"Lycoming County, Pennsylvania",18977,40,0.210781472
2010,"Mercer County, Pennsylvania",21393,13,0.060767541
2010,"Monroe County, Pennsylvania",21845,133,0.608834974
2010,"Montgomery County, Pennsylvania",121057,795,0.656715432
2010,"Northampton County, Pennsylvania",46620,163,0.34963535
2010,"Northumberland County, Pennsylvania",17372,0,0
2010,"Philadelphia County, Pennsylvania",186174,1317,0.707402752
2010,"Schuylkill County, Pennsylvania",27061,163,0.602342855
2010,"Somerset County, Pennsylvania",14581,50,0.342912009
2010,"Washington County, Pennsylvania",36397,170,0.467071462
2010,"Westmoreland County, Pennsylvania",69182,319,0.461102599
2010,"York County, Pennsylvania",61477,792,1.288286676
2010,"Kent County, Rhode Island",26437,278,1.051556531
2010,"Newport County, Rhode Island",13819,0,0
2010,"Providence County, Rhode Island",84768,443,0.522602869
2010,"Washington County, Rhode Island",18797,177,0.941639623
2010,"Aiken County, South Carolina",24620,127,0.51584078
2010,"Anderson County, South Carolina",28218,378,1.339570487
2010,"Beaufort County, South Carolina",33317,290,0.870426509
2010,"Berkeley County, South Carolina",17981,214,1.190145153
2010,"Charleston County, South Carolina",45192,564,1.248008497
2010,"Darlington County, South Carolina",9803,49,0.499846986
2010,"Dorchester County, South Carolina",14232,71,0.498875773
2010,"Florence County, South Carolina",18102,106,0.585570655
2010,"Greenville County, South Carolina",58087,872,1.501196481
2010,"Greenwood County, South Carolina",10966,0,0
2010,"Horry County, South Carolina",46495,573,1.23239058
2010,"Lancaster County, South Carolina",11988,90,0.750750751
2010,"Laurens County, South Carolina",10620,47,0.442561205
2010,"Lexington County, South Carolina",32070,508,1.584034924
2010,"Oconee County, South Carolina",14282,0,0
2010,"Orangeburg County, South Carolina",13912,179,1.286658999
2010,"Pickens County, South Carolina",16187,413,2.55143016
2010,"Richland County, South Carolina",37666,119,0.315934795
2010,"Spartanburg County, South Carolina",37991,409,1.076570767
2010,"Sumter County, South Carolina",14088,0,0
2010,"York County, South Carolina",25673,380,1.480154248
2010,"Minnehaha County, South Dakota",18610,0,0
2010,"Pennington County, South Dakota",14107,0,0
2010,"Anderson County, Tennessee",12777,0,0
2010,"Blount County, Tennessee",20117,198,0.984242183
2010,"Bradley County, Tennessee",14246,0,0
2010,"Davidson County, Tennessee",66420,501,0.754290876
2010,"Greene County, Tennessee",11762,22,0.18704302
2010,"Hamilton County, Tennessee",50154,530,1.056745225
2010,"Knox County, Tennessee",57235,373,0.651699135
2010,"Madison County, Tennessee",12891,230,1.784190521
2010,"Maury County, Tennessee",10461,49,0.468406462
2010,"Montgomery County, Tennessee",13948,0,0
2010,"Putnam County, Tennessee",10893,180,1.652437345
2010,"Robertson County, Tennessee",8119,0,0
2010,"Rutherford County, Tennessee",21811,111,0.508917519
2010,"Sevier County, Tennessee",13812,227,1.643498407
2010,"Shelby County, Tennessee",96400,1001,1.038381743
2010,"Sullivan County, Tennessee",29283,67,0.228801694
2010,"Sumner County, Tennessee",20254,189,0.933149008
2010,"Washington County, Tennessee",18459,126,0.682593857
2010,"Williamson County, Tennessee",17512,240,1.370488808
2010,"Wilson County, Tennessee",14066,157,1.116166643
2010,"Angelina County, Texas",12025,0,0
2010,"Bastrop County, Texas",8499,0,0
2010,"Bell County, Texas",27087,71,0.262118359
2010,"Bexar County, Texas",177584,587,0.330547797
2010,"Bowie County, Texas",13343,78,0.584576182
2010,"Brazoria County, Texas",29803,201,0.674428749
2010,"Brazos County, Texas",14070,0,0
2010,"Cameron County, Texas",45109,35,0.077589838
2010,"Collin County, Texas",60461,465,0.769090819
2010,"Comal County, Texas",16868,0,0
2010,"Coryell County, Texas",6160,0,0
2010,"Dallas County, Texas",209227,2277,1.088291664
2010,"Denton County, Texas",46460,577,1.241928541
2010,"Ector County, Texas",13681,0,0
2010,"Ellis County, Texas",15503,107,0.690188996
2010,"El Paso County, Texas",82629,216,0.261409433
2010,"Fort Bend County, Texas",43278,261,0.603077776
2010,"Galveston County, Texas",33037,257,0.77791567
2010,"Grayson County, Texas",18933,66,0.348597687
2010,"Gregg County, Texas",16794,52,0.309634393
2010,"Guadalupe County, Texas",15737,13,0.082607867
2010,"Harris County, Texas",336696,2507,0.74458859
2010,"Harrison County, Texas",9054,0,0
2010,"Hays County, Texas",12947,53,0.409361242
2010,"Henderson County, Texas",14843,65,0.437916863
2010,"Hidalgo County, Texas",73144,328,0.448430493
2010,"Hunt County, Texas",11995,227,1.89245519
2010,"Jefferson County, Texas",32167,227,0.705692169
2010,"Johnson County, Texas",18009,0,0
2010,"Kaufman County, Texas",10426,242,2.321120276
2010,"Liberty County, Texas",8028,11,0.137020429
2010,"Lubbock County, Texas",30982,78,0.251759086
2010,"McLennan County, Texas",29400,80,0.272108844
2010,"Midland County, Texas",14883,204,1.370691393
2010,"Montgomery County, Texas",47643,406,0.852171358
2010,"Nueces County, Texas",40583,84,0.20698322
2010,"Orange County, Texas",11541,60,0.519885625
2010,"Parker County, Texas",14967,79,0.527827888
2010,"Potter County, Texas",13009,54,0.41509724
2010,"Randall County, Texas",14868,250,1.681463546
2010,"Rockwall County, Texas",7559,65,0.859902103
2010,"San Patricio County, Texas",8144,0,0
2010,"Smith County, Texas",30367,117,0.38528666
2010,"Tarrant County, Texas",162429,1224,0.753560017
2010,"Taylor County, Texas",16709,324,1.93907475
2010,"Tom Green County, Texas",15416,0,0
2010,"Travis County, Texas",75462,343,0.454533408
2010,"Victoria County, Texas",11696,68,0.581395349
2010,"Walker County, Texas",7229,0,0
